#t / s	&b_A1 / rad	f_geschw / rad/s

*TITLE Messung von x und y vom 22.11.2016 
*xLabel Zeit
*yLabel Winkel        
*xUnit  sek
*yUnit  rad

#0	#1.12	#0
39.7	1.97	2.6
39.75	2.08	1.6
39.8	2.12	0
39.85	2.09	-1.2
39.9	2	-2.5
39.95	1.84	-3.8
40	1.62	-4.8
40.05	1.36	-5.7
40.1	1.06	-6.5
40.15	0.72	-7
40.2	0.35	-7.3
40.25	-0.01	-7.4
40.3	-0.39	-7.3
40.35	-0.75	-7
40.4	-1.09	-6.4
40.45	-1.39	-5.6
40.5	-1.65	-4.8
40.55	-1.87	-3.7
40.6	-2.02	-2.6
40.65	-2.12	-1.3
40.7	-2.15	-0.1
40.75	-2.13	1.2
40.8	-2.05	2.5
40.85	-1.88	3.6
40.9	-1.69	4.6
40.95	-1.43	5.6
41	-1.13	6.4
41.05	-0.78	7
41.1	-0.44	7.2
41.15	-0.07	7.4
41.2	0.3	7.3
41.25	0.65	6.9
41.3	1	6.5
41.35	1.31	5.8
41.4	1.58	4.9
41.45	1.8	3.9
41.5	1.96	2.6
41.55	2.06	1.3
41.6	2.09	0
41.65	2.06	-1.3
41.7	1.96	-2.5
41.75	1.81	-3.6
41.8	1.61	-4.7
41.85	1.33	-5.8
41.9	1.03	-6.4
41.95	0.7	-7
42	0.34	-7.3
42.05	-0.04	-7.4
42.1	-0.4	-7.2
42.15	-0.75	-6.9
42.2	-1.09	-6.4
42.25	-1.39	-5.7
42.3	-1.65	-4.6
42.35	-1.86	-3.5
42.4	-2	-2.4
42.45	-2.1	-1.3
42.5	-2.13	0
42.55	-2.1	1.3
42.6	-2	2.4
42.65	-1.86	3.5
42.7	-1.65	4.6
42.75	-1.39	5.6
42.8	-1.1	6.2
42.85	-0.77	6.8
42.9	-0.4	7.2
42.95	-0.05	7.2
43	0.3	7.2
43.05	0.66	6.9
43.1	1	6.4
43.15	1.31	5.7
43.2	1.57	4.7
43.25	1.78	3.8
43.3	1.95	2.7
43.35	2.05	1.3
43.4	2.08	0
43.45	2.05	-1.3
43.5	1.95	-2.6
43.55	1.78	-3.8
43.6	1.57	-4.8
43.66	1.29	-5.7
43.7	1	-6.4
43.75	0.66	-7
43.8	0.3	-7.2
43.85	-0.05	-7.2
43.9	-0.41	-7.2
43.95	-0.77	-6.8
44	-1.1	-6.1
44.05	-1.39	-5.5
44.1	-1.64	-4.5
44.15	-1.84	-3.5
44.2	-1.99	-2.4
44.25	-2.08	-1.1
44.3	-2.1	0.1
44.36	-2.07	1.4
44.4	-1.97	2.5
44.45	-1.83	3.6
44.5	-1.61	4.7
44.55	-1.36	5.4
44.6	-1.08	6.2
44.65	-0.74	6.9
44.7	-0.39	7
44.75	-0.04	7.2
44.8	0.33	7.2
44.85	0.67	6.8
44.9	1	6.3
44.95	1.31	5.7
45	1.57	4.7
45.05	1.77	3.5
45.1	1.92	2.4
45.15	2.01	1.3
45.2	2.05	-0.1
45.25	2	-1.3
45.3	1.92	-2.5
45.35	1.75	-3.8
45.4	1.53	-4.8
45.45	1.27	-5.6
45.5	0.97	-6.2
45.55	0.65	-6.8
45.6	0.29	-7.2
45.65	-0.07	-7.3
45.7	-0.44	-7.1
45.75	-0.77	-6.5
45.8	-1.09	-6.1
45.85	-1.38	-5.4
45.9	-1.63	-4.4
45.95	-1.83	-3.3
46	-1.97	-2.3
46.05	-2.06	-1.2
46.1	-2.09	0.1
46.15	-2.05	1.3
46.2	-1.96	2.5
46.25	-1.8	3.7
46.3	-1.59	4.5
46.35	-1.34	5.5
46.4	-1.04	6.3
46.45	-0.71	6.6
46.5	-0.38	7
46.55	-0.01	7.2
46.6	0.35	7.1
46.65	0.7	6.7
46.7	1.01	6.1
46.75	1.31	5.5
46.8	1.57	4.6
46.85	1.76	3.5
46.9	1.92	2.4
46.95	2	1.1
47	2.02	-0.1
47.05	1.99	-1.4
47.1	1.88	-2.7
47.15	1.72	-3.7
47.2	1.5	-4.8
47.25	1.25	-5.5
47.3	0.96	-6.4
47.35	0.62	-6.9
47.4	0.27	-7
47.45	-0.09	-7.1
47.5	-0.44	-6.9
47.55	-0.78	-6.6
47.6	-1.1	-5.9
47.65	-1.37	-5.3
47.7	-1.62	-4.4
47.75	-1.82	-3.4
47.8	-1.96	-2.2
47.85	-2.03	-1
47.9	-2.06	0.2
47.95	-2.01	1.4
48	-1.92	2.4
48.05	-1.77	3.5
48.1	-1.56	4.6
48.15	-1.31	5.5
48.2	-1.01	6.1
48.25	-0.7	6.6
48.3	-0.35	6.9
48.35	0	7
48.4	0.35	7.1
48.45	0.7	6.6
48.5	1.01	6.1
48.55	1.31	5.5
48.6	1.56	4.4
48.65	1.74	3.3
48.7	1.89	2.2
48.75	1.97	1.1
48.8	2	-0.1
48.85	1.96	-1.4
48.9	1.86	-2.7
48.95	1.7	-3.8
49	1.48	-4.7
49.05	1.22	-5.6
49.1	0.91	-6.2
49.15	0.6	-6.6
49.2	0.26	-7
49.25	-0.11	-7
49.3	-0.45	-6.8
49.35	-0.78	-6.4
49.4	-1.09	-6
49.45	-1.38	-5.2
49.5	-1.61	-4.1
49.55	-1.8	-3.3
49.6	-1.94	-2.2
49.65	-2.01	-1
49.7	-2.03	0.2
49.75	-1.99	1.4
49.8	-1.89	2.5
49.85	-1.74	3.7
49.9	-1.52	4.7
49.95	-1.27	5.3
50	-0.99	6
50.05	-0.66	6.6
50.1	-0.34	6.9
50.15	0.02	7.1
50.2	0.37	6.8
50.25	0.7	6.5
50.3	1.02	6.1
50.35	1.31	5.2
50.4	1.55	4.4
50.45	1.74	3.3
50.5	1.87	2.2
50.55	1.96	1
50.6	1.97	-0.3
50.65	1.93	-1.4
50.7	1.83	-2.6
50.75	1.66	-3.8
50.8	1.45	-4.7
50.85	1.2	-5.4
50.9	0.9	-6.3
50.95	0.57	-6.8
51	0.23	-6.9
51.05	-0.12	-6.9
51.1	-0.47	-6.6
51.15	-0.78	-6.3
51.2	-1.1	-5.9
51.25	-1.37	-5.1
51.3	-1.61	-4.1
51.35	-1.78	-3.1
51.4	-1.92	-2.1
51.45	-1.99	-0.9
51.5	-2	0.3
51.55	-1.96	1.3
51.6	-1.87	2.6
51.65	-1.7	3.7
51.7	-1.5	4.5
51.75	-1.25	5.3
51.81	-0.96	6.1
51.85	-0.65	6.6
51.9	-0.3	6.9
51.95	0.03	6.9
52	0.38	6.8
52.05	0.73	6.4
52.1	1.02	5.8
52.15	1.31	5.1
52.2	1.53	4.3
52.26	1.74	3.3
52.3	1.87	2
52.35	1.94	0.9
52.4	1.96	-0.2
52.45	1.92	-1.6
52.5	1.8	-2.7
52.55	1.64	-3.7
52.6	1.43	-4.7
52.65	1.18	-5.6
52.7	0.87	-6.2
52.75	0.55	-6.5
52.8	0.22	-6.9
52.85	-0.14	-6.9
52.9	-0.48	-6.6
52.95	-0.81	-6.2
53	-1.1	-5.7
53.05	-1.36	-5
53.1	-1.6	-4.1
53.15	-1.77	-3.1
53.2	-1.9	-1.9
53.25	-1.97	-0.9
53.3	-1.99	0.3
53.35	-1.94	1.7
53.4	-1.83	2.7
53.46	-1.66	3.5
53.5	-1.48	4.5
53.55	-1.22	5.4
53.6	-0.94	6.1
53.65	-0.61	6.5
53.7	-0.28	6.6
